Datum;Niederschlag;Sonne_h;Temperatur_max;
08.03.2020;1;0;11,6;
09.03.2020;2,5;0;9,5;
10.03.2020;12,7;0;10,5;
11.03.2020;0,4;0;10,9;
12.03.2020;3,5;0;10,5;
13.03.2020;0,6;0;8,1;
14.03.2020;0;0;7,9;
15.03.2020;0;0;13,6;
16.03.2020;0;0;11;
17.03.2020;0;0;11,1;
18.03.2020;4,4;0;10,2;
19.03.2020;0;0;11,2;
20.03.2020;0;0;9,1;
21.03.2020;0;0;6,4;
22.03.2020;0;0;6,2;
23.03.2020;0;0;7,2;
24.03.2020;0;0;8,5;
25.03.2020;0;0;10,2;
26.03.2020;0;0;9,7;
27.03.2020;0;0;9,8;
28.03.2020;2,6;0;10,8;
29.03.2020;0,9;0;5,4;
30.03.2020;1,2;0;8,3;
31.03.2020;0,4;0;7,8;
01.04.2020;0,3;0;8,2;
02.04.2020;1;0;10,5;
03.04.2020;0,5;0;9,7;
04.04.2020;0,1;0;13,2;
05.04.2020;0;0;16,1;
06.04.2020;0;0;21,6;
07.04.2020;0;0;16,5;
08.04.2020;0;0;20,3;
09.04.2020;0;0;13,2;
10.04.2020;0;0;12,1;
11.04.2020;0;;14,8;
12.04.2020;0;;19,4;
13.04.2020;0,8;;9,9;
14.04.2020;0;;9,6;
15.04.2020;0;;14,1;
16.04.2020;0;;14,6;
17.04.2020;0;;11,5;
18.04.2020;0;;12,6;
19.04.2020;0;;11,9;
20.04.2020;0;;14;
21.04.2020;0;;13,2;
22.04.2020;0;;13,7;
23.04.2020;0;;18,5;
24.04.2020;0;;17,2;
25.04.2020;0;;15,1;
26.04.2020;0;;10,2;
27.04.2020;0;;18,9;
28.04.2020;2,5;;12,1;
29.04.2020;2,1;;10,7;
30.04.2020;9,5;;13,3;
01.05.2020;3,1;;13,8;
02.05.2020;0,2;;13,2;
03.05.2020;0;;15,1;
04.05.2020;0;;14,4;
05.05.2020;0;;13,2;
06.05.2020;0;;14,4;
07.05.2020;0;;14,8;
08.05.2020;0,6;;18,9;
09.05.2020;0,5;;20,8;
10.05.2020;0;;20,8;
11.05.2020;0;;10,8;
12.05.2020;3,6;;10,8;
13.05.2020;0,6;;8,7;
14.05.2020;0;;12,9;
15.05.2020;2;;12,6;
16.05.2020;0;;14,2;
17.05.2020;0;;16,9;
18.05.2020;1,4;;14,5;
19.05.2020;0,3;;18,4;
20.05.2020;0;;18;
21.05.2020;0;;20,9;
22.05.2020;8;;19,7;
23.05.2020;2,6;;16,6;
24.05.2020;0,6;;15,9;
25.05.2020;0;;17,8;
26.05.2020;0;;18,9;
27.05.2020;0;;18,5;
28.05.2020;0;;17,7;
29.05.2020;0;;18,1;
30.05.2020;0;;19,6;
